2008-01-02 00:00:00+00:00,1447.160034
2008-01-03 00:00:00+00:00,1447.160034
2008-01-04 00:00:00+00:00,1411.630005
2008-01-07 00:00:00+00:00,1416.180054
2008-01-08 00:00:00+00:00,1390.189941
2008-01-09 00:00:00+00:00,1409.130005
2008-01-10 00:00:00+00:00,1420.329956
2008-01-11 00:00:00+00:00,1401.02002
2008-01-14 00:00:00+00:00,1416.25
2008-01-15 00:00:00+00:00,1380.949951
2008-01-16 00:00:00+00:00,1373.199951
2008-01-17 00:00:00+00:00,1333.25
2008-01-18 00:00:00+00:00,1325.189941
2008-01-22 00:00:00+00:00,1310.5
2008-01-23 00:00:00+00:00,1338.599976
2008-01-24 00:00:00+00:00,1352.069946
2008-01-25 00:00:00+00:00,1330.609985
2008-01-28 00:00:00+00:00,1353.959961
2008-01-29 00:00:00+00:00,1362.300049
2008-01-30 00:00:00+00:00,1355.810059
2008-01-31 00:00:00+00:00,1378.550049
2008-02-01 00:00:00+00:00,1395.420044
2008-02-04 00:00:00+00:00,1380.819946
2008-02-05 00:00:00+00:00,1336.640015
2008-02-06 00:00:00+00:00,1326.449951
2008-02-07 00:00:00+00:00,1336.910034
2008-02-08 00:00:00+00:00,1331.290039
2008-02-11 00:00:00+00:00,1339.130005
2008-02-12 00:00:00+00:00,1348.859985
2008-02-13 00:00:00+00:00,1367.209961
2008-02-14 00:00:00+00:00,1348.859985
2008-02-15 00:00:00+00:00,1349.98999
2008-02-19 00:00:00+00:00,1348.780029
2008-02-20 00:00:00+00:00,1360.030029
2008-02-21 00:00:00+00:00,1342.530029
2008-02-22 00:00:00+00:00,1353.109985
2008-02-25 00:00:00+00:00,1371.800049
2008-02-26 00:00:00+00:00,1381.290039
2008-02-27 00:00:00+00:00,1380.02002
2008-02-28 00:00:00+00:00,1367.680054
2008-02-29 00:00:00+00:00,1330.630005
2008-03-03 00:00:00+00:00,1331.339966
2008-03-04 00:00:00+00:00,1326.75
2008-03-05 00:00:00+00:00,1333.699951
2008-03-06 00:00:00+00:00,1304.339966
2008-03-07 00:00:00+00:00,1293.369995
2008-03-10 00:00:00+00:00,1273.369995
2008-03-11 00:00:00+00:00,1320.650024
2008-03-12 00:00:00+00:00,1308.77002
2008-03-13 00:00:00+00:00,1315.47998
2008-03-14 00:00:00+00:00,1288.140015
2008-03-17 00:00:00+00:00,1276.599976
2008-03-18 00:00:00+00:00,1330.73999
